"100016","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"85693","56","ORAL","Orale"
"85694","56","ORAL","Orale"
"85727","70","TOPICAL","Topique"
"85755","56","ORAL","Orale"
"8576","22","INTRAMUSCULAR","Intramusculaire"
"8576","49","INTRAVENOUS","Intraveineuse"
"85835","49","INTRAVENOUS","Intraveineuse"
"85836","49","INTRAVENOUS","Intraveineuse"
"8585","6","HAEMODIALYSIS","Hémodialyse"
"85866","70","TOPICAL","Topique"
"85867","70","TOPICAL","Topique"
"8587","6","HAEMODIALYSIS","Hémodialyse"
"8588","56","ORAL","Orale"
"8594","56","ORAL","Orale"
"85982","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"85987","70","TOPICAL","Topique"
"86029","56","ORAL","Orale"
"86043","56","ORAL","Orale"
"86045","56","ORAL","Orale"
"86046","56","ORAL","Orale"
"86047","56","ORAL","Orale"
"86049","56","ORAL","Orale"
"86055","19","INTRADERMAL","Intradermique"
"86055","65","SUBCUTANEOUS","Sous-cutanée"
"86056","10","INTRA-ARTICULAR","Intra-articulaire"
"86056","49","INTRAVENOUS","Intraveineuse"
"86087","56","ORAL","Orale"
"86088","56","ORAL","Orale"
"86089","56","ORAL","Orale"
"86090","56","ORAL","Orale"
"86094","56","ORAL","Orale"
"86129","22","INTRAMUSCULAR","Intramusculaire"
"86129","31","INTRATHECAL","Intrathécale"
"86129","49","INTRAVENOUS","Intraveineuse"
"86129","55","OPHTHALMIC","Ophtalmique"
"86145","56","ORAL","Orale"
"86155","56","ORAL","Orale"
"86156","56","ORAL","Orale"
"86181","49","INTRAVENOUS","Intraveineuse"
"86222","56","ORAL","Orale"
"86223","56","ORAL","Orale"
"86224","56","ORAL","Orale"
"86225","56","ORAL","Orale"
"86244","49","INTRAVENOUS","Intraveineuse"
"86277","56","ORAL","Orale"
"86350","56","ORAL","Orale"
"86367","56","ORAL","Orale"
"86404","56","ORAL","Orale"
"86412","56","ORAL","Orale"
"86415","49","INTRAVENOUS","Intraveineuse"
"86416","49","INTRAVENOUS","Intraveineuse"
"86430","56","ORAL","Orale"
"86464","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"86490","56","ORAL","Orale"
"86499","56","ORAL","Orale"
"86506","56","ORAL","Orale"
"86550","56","ORAL","Orale"
"86551","56","ORAL","Orale"
"86552","56","ORAL","Orale"
"86557","56","ORAL","Orale"
"86563","56","ORAL","Orale"
"86564","56","ORAL","Orale"
"86607","70","TOPICAL","Topique"
"86611","56","ORAL","Orale"
"86613","56","ORAL","Orale"
"86618","56","ORAL","Orale"
"86626","56","ORAL","Orale"
"86662","56","ORAL","Orale"
"86669","49","INTRAVENOUS","Intraveineuse"
"86671","56","ORAL","Orale"
"86681","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"86681","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"86703","6","HAEMODIALYSIS","Hémodialyse"
"86742","56","ORAL","Orale"
"86743","70","TOPICAL","Topique"
"86826","49","INTRAVENOUS","Intraveineuse"
"86838","56","ORAL","Orale"
"86839","56","ORAL","Orale"
"86840","56","ORAL","Orale"
"86841","56","ORAL","Orale"
"86842","56","ORAL","Orale"
"86868","22","INTRAMUSCULAR","Intramusculaire"
"86868","49","INTRAVENOUS","Intraveineuse"
"86870","22","INTRAMUSCULAR","Intramusculaire"
"86870","49","INTRAVENOUS","Intraveineuse"
"86873","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"86874","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"86888","56","ORAL","Orale"
"86889","56","ORAL","Orale"
"86890","56","ORAL","Orale"
"869","70","TOPICAL","Topique"
"87001","3","BUCCAL","Buccale"
"87038","49","INTRAVENOUS","Intraveineuse"
"87067","56","ORAL","Orale"
"87088","56","ORAL","Orale"
"87090","56","ORAL","Orale"
"87102","22","INTRAMUSCULAR","Intramusculaire"
"87102","49","INTRAVENOUS","Intraveineuse"
"87164","56","ORAL","Orale"
"87211","56","ORAL","Orale"
"87216","70","TOPICAL","Topique"
"87229","56","ORAL","Orale"
"87230","56","ORAL","Orale"
"87232","56","ORAL","Orale"
"87248","56","ORAL","Orale"
"87249","56","ORAL","Orale"
"87251","49","INTRAVENOUS","Intraveineuse"
"87253","56","ORAL","Orale"
"87254","56","ORAL","Orale"
"87255","56","ORAL","Orale"
"87293","70","TOPICAL","Topique"
"87304","49","INTRAVENOUS","Intraveineuse"
"87307","56","ORAL","Orale"
"87319","56","ORAL","Orale"
"87320","56","ORAL","Orale"
"87323","56","ORAL","Orale"
"87324","56","ORAL","Orale"
"87325","56","ORAL","Orale"
"87327","56","ORAL","Orale"
"87431","56","ORAL","Orale"
"87432","56","ORAL","Orale"
"87433","56","ORAL","Orale"
"87449","56","ORAL","Orale"
"87450","56","ORAL","Orale"
"87451","56","ORAL","Orale"
"87503","56","ORAL","Orale"
"87515","56","ORAL","Orale"
"87516","56","ORAL","Orale"
"87517","56","ORAL","Orale"
"87581","70","TOPICAL","Topique"
"87586","70","TOPICAL","Topique"
"87591","56","ORAL","Orale"
"87592","56","ORAL","Orale"
"87594","56","ORAL","Orale"
"87605","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"87626","70","TOPICAL","Topique"
"87636","56","ORAL","Orale"
"87651","70","TOPICAL","Topique"
"87658","56","ORAL","Orale"
"87659","56","ORAL","Orale"
"87672","56","ORAL","Orale"
"87673","56","ORAL","Orale"
"87682","56","ORAL","Orale"
"87683","56","ORAL","Orale"
"87684","56","ORAL","Orale"
"87733","70","TOPICAL","Topique"
"87828","22","INTRAMUSCULAR","Intramusculaire"
"87828","49","INTRAVENOUS","Intraveineuse"
"87828","65","SUBCUTANEOUS","Sous-cutanée"
"87829","22","INTRAMUSCULAR","Intramusculaire"
"87829","49","INTRAVENOUS","Intraveineuse"
"87829","65","SUBCUTANEOUS","Sous-cutanée"
"87836","56","ORAL","Orale"
"87846","56","ORAL","Orale"
"87862","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"87863","56","ORAL","Orale"
"87864","56","ORAL","Orale"
"87865","56","ORAL","Orale"
"87866","66","SUBLINGUAL","Sublinguale"
"87870","56","ORAL","Orale"
"87871","56","ORAL","Orale"
"87890","70","TOPICAL","Topique"
"87899","70","TOPICAL","Topique"
"87901","56","ORAL","Orale"
"87945","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"87947","56","ORAL","Orale"
"87948","56","ORAL","Orale"
"87949","56","ORAL","Orale"
"87950","56","ORAL","Orale"
"87953","56","ORAL","Orale"
"87954","56","ORAL","Orale"
"87955","56","ORAL","Orale"
"87956","56","ORAL","Orale"
"87957","56","ORAL","Orale"
"87958","56","ORAL","Orale"
"88024","56","ORAL","Orale"
"88025","56","ORAL","Orale"
"88036","56","ORAL","Orale"
"88037","56","ORAL","Orale"
"88050","56","ORAL","Orale"
"88051","56","ORAL","Orale"
"88069","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"88125","56","ORAL","Orale"
"88141","49","INTRAVENOUS","Intraveineuse"
"88145","56","ORAL","Orale"
"88146","56","ORAL","Orale"
"88147","56","ORAL","Orale"
"88148","56","ORAL","Orale"
"88152","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"88163","56","ORAL","Orale"
"88164","56","ORAL","Orale"
"88166","56","ORAL","Orale"
"88167","56","ORAL","Orale"
"88209","56","ORAL","Orale"
"88210","56","ORAL","Orale"
"88211","56","ORAL","Orale"
"88212","56","ORAL","Orale"
"88238","56","ORAL","Orale"
"88268","56","ORAL","Orale"
"88292","70","TOPICAL","Topique"
"88293","70","TOPICAL","Topique"
"88332","56","ORAL","Orale"
"88333","56","ORAL","Orale"
"88334","56","ORAL","Orale"
"88338","12","INTRA-ARTERIAL","Intra-artérielle"
"88338","22","INTRAMUSCULAR","Intramusculaire"
"88338","49","INTRAVENOUS","Intraveineuse"
"88389","56","ORAL","Orale"
"88407","56","ORAL","Orale"
"88408","56","ORAL","Orale"
"88409","56","ORAL","Orale"
"88410","56","ORAL","Orale"
"88412","56","ORAL","Orale"
"88413","56","ORAL","Orale"
"88423","49","INTRAVENOUS","Intraveineuse"
"88433","56","ORAL","Orale"
"88435","59","PARENTERAL (UNSPECIFIED)","Parentérale (non spécifiée)"
"88436","56","ORAL","Orale"
"88437","56","ORAL","Orale"
"88438","56","ORAL","Orale"
"88439","56","ORAL","Orale"
"88467","56","ORAL","Orale"
"88468","56","ORAL","Orale"
"88469","56","ORAL","Orale"
"88470","56","ORAL","Orale"
"88471","56","ORAL","Orale"
"88472","56","ORAL","Orale"
"88474","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"88529","56","ORAL","Orale"
"88530","56","ORAL","Orale"
"88531","56","ORAL","Orale"
"88567","55","OPHTHALMIC","Ophtalmique"
"88634","55","OPHTHALMIC","Ophtalmique"
"88635","55","OPHTHALMIC","Ophtalmique"
"88638","56","ORAL","Orale"
"88654","56","ORAL","Orale"
"88656","56","ORAL","Orale"
"88657","56","ORAL","Orale"
"88686","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"88686","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"88686","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"88712","70","TOPICAL","Topique"
"88718","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"88718","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"88732","56","ORAL","Orale"
"88738","56","ORAL","Orale"
"88739","56","ORAL","Orale"
"88740","56","ORAL","Orale"
"88741","56","ORAL","Orale"
"88788","49","INTRAVENOUS","Intraveineuse"
"88789","56","ORAL","Orale"
"88790","56","ORAL","Orale"
"88791","56","ORAL","Orale"
"88792","56","ORAL","Orale"
"88793","56","ORAL","Orale"
"88842","56","ORAL","Orale"
"88843","56","ORAL","Orale"
"88901","56","ORAL","Orale"
"88902","56","ORAL","Orale"
"88903","56","ORAL","Orale"
"88904","56","ORAL","Orale"
"88907","55","OPHTHALMIC","Ophtalmique"
"88922","56","ORAL","Orale"
"88923","56","ORAL","Orale"
"88924","56","ORAL","Orale"
"89","70","TOPICAL","Topique"
"89050","56","ORAL","Orale"
"89051","56","ORAL","Orale"
"89052","56","ORAL","Orale"
"89056","56","ORAL","Orale"
"89057","56","ORAL","Orale"
"89083","56","ORAL","Orale"
"89084","56","ORAL","Orale"
"89085","56","ORAL","Orale"
"89114","49","INTRAVENOUS","Intraveineuse"
"8916","56","ORAL","Orale"
"89160","70","TOPICAL","Topique"
"89183","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"89183","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"89183","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"89183","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"89185","70","TOPICAL","Topique"
"89209","56","ORAL","Orale"
"89219","56","ORAL","Orale"
"89220","56","ORAL","Orale"
"89223","56","ORAL","Orale"
"89235","70","TOPICAL","Topique"
"89248","56","ORAL","Orale"
"89254","70","TOPICAL","Topique"
"89317","56","ORAL","Orale"
"89356","49","INTRAVENOUS","Intraveineuse"
"89396","56","ORAL","Orale"
"89435","56","ORAL","Orale"
"89436","56","ORAL","Orale"
"89445","70","TOPICAL","Topique"
"89455","56","ORAL","Orale"
"89497","56","ORAL","Orale"
"89507","49","INTRAVENOUS","Intraveineuse"
"89521","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"89538","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"89538","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"89553","62","RECTAL","Rectale"
"89567","49","INTRAVENOUS","Intraveineuse"
"89568","49","INTRAVENOUS","Intraveineuse"
"8958","55","OPHTHALMIC","Ophtalmique"
"89603","56","ORAL","Orale"
"89611","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"89648","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"89649","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"89661","30","DISINFECTANT (Medical Instruments)","Désinfectant (Instruments médicaux)"
"89700","56","ORAL","Orale"
"89701","56","ORAL","Orale"
"89703","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"89772","56","ORAL","Orale"
"89773","56","ORAL","Orale"
"89774","56","ORAL","Orale"
"89775","56","ORAL","Orale"
"89822","70","TOPICAL","Topique"
"89834","49","INTRAVENOUS","Intraveineuse"
"89839","70","TOPICAL","Topique"
"89842","22","INTRAMUSCULAR","Intramusculaire"
"89842","65","SUBCUTANEOUS","Sous-cutanée"
"89862","49","INTRAVENOUS","Intraveineuse"
"89862","96","INTRAVESICAL","Intravésicale"
"89876","56","ORAL","Orale"
"89877","56","ORAL","Orale"
"89878","56","ORAL","Orale"
"89879","56","ORAL","Orale"
"89884","55","OPHTHALMIC","Ophtalmique"
"89933","6","HAEMODIALYSIS","Hémodialyse"
"89934","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"89934","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"89934","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"89937","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"89937","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"89937","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"89940","56","ORAL","Orale"
"89952","6","HAEMODIALYSIS","Hémodialyse"
"89961","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"89961","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"89961","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"89962","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"89973","70","TOPICAL","Topique"
"89995","70","TOPICAL","Topique"
"90033","55","OPHTHALMIC","Ophtalmique"
"90068","56","ORAL","Orale"
"9011","62","RECTAL","Rectale"
"90117","56","ORAL","Orale"
"90118","56","ORAL","Orale"
"90119","56","ORAL","Orale"
"90121","65","SUBCUTANEOUS","Sous-cutanée"
"90148","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"90194","53","NASAL","Nasale"
"9020","22","INTRAMUSCULAR","Intramusculaire"
"9020","49","INTRAVENOUS","Intraveineuse"
"9020","65","SUBCUTANEOUS","Sous-cutanée"
"90222","12","INTRA-ARTERIAL","Intra-artérielle"
"90222","22","INTRAMUSCULAR","Intramusculaire"
"90222","31","INTRATHECAL","Intrathécale"
"90222","49","INTRAVENOUS","Intraveineuse"
"90253","56","ORAL","Orale"
"90254","56","ORAL","Orale"
"90255","56","ORAL","Orale"
"90256","56","ORAL","Orale"
"90269","56","ORAL","Orale"
"90283","70","TOPICAL","Topique"
"90287","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"90302","56","ORAL","Orale"
"90303","56","ORAL","Orale"
"90336","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"90336","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"90336","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"90337","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"90337","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"90337","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"90338","56","ORAL","Orale"
"90350","56","ORAL","Orale"
"90411","49","INTRAVENOUS","Intraveineuse"
"90422","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"90422","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"90422","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"90427","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"90427","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"90427","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"90428","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"90428","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"90428","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"90429","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"90429","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"90429","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"90430","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"90430","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"90430","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"90435","56","ORAL","Orale"
"90464","56","ORAL","Orale"
"90465","56","ORAL","Orale"
"90469","56","ORAL","Orale"
"90470","56","ORAL","Orale"
"90475","22","INTRAMUSCULAR","Intramusculaire"
"90475","65","SUBCUTANEOUS","Sous-cutanée"
"90491","49","INTRAVENOUS","Intraveineuse"
"905","56","ORAL","Orale"
"90504","56","ORAL","Orale"
"90524","22","INTRAMUSCULAR","Intramusculaire"
"90549","56","ORAL","Orale"
"90599","56","ORAL","Orale"
"90610","56","ORAL","Orale"
"90611","56","ORAL","Orale"
"90695","56","ORAL","Orale"
"90699","49","INTRAVENOUS","Intraveineuse"
"90700","49","INTRAVENOUS","Intraveineuse"
"90701","49","INTRAVENOUS","Intraveineuse"
"90722","49","INTRAVENOUS","Intraveineuse"
"90800","56","ORAL","Orale"
"90810","56","ORAL","Orale"
"90811","56","ORAL","Orale"
"90912","56","ORAL","Orale"
"90931","56","ORAL","Orale"
"90949","70","TOPICAL","Topique"
"90963","56","ORAL","Orale"
"90964","56","ORAL","Orale"
"90965","56","ORAL","Orale"
"91015","65","SUBCUTANEOUS","Sous-cutanée"
"91018","56","ORAL","Orale"
"91050","56","ORAL","Orale"
"91054","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"91078","56","ORAL","Orale"
"91080","56","ORAL","Orale"
"91085","56","ORAL","Orale"
"91103","56","ORAL","Orale"
"91120","56","ORAL","Orale"
"91200","65","SUBCUTANEOUS","Sous-cutanée"
"91208","56","ORAL","Orale"
"91209","56","ORAL","Orale"
"91210","56","ORAL","Orale"
"91211","56","ORAL","Orale"
"91225","70","TOPICAL","Topique"
"91243","56","ORAL","Orale"
"91271","56","ORAL","Orale"
"91292","70","TOPICAL","Topique"
"91294","56","ORAL","Orale"
"91295","56","ORAL","Orale"
"91296","56","ORAL","Orale"
"9130","6","HAEMODIALYSIS","Hémodialyse"
"91300","56","ORAL","Orale"
"91301","56","ORAL","Orale"
"91314","70","TOPICAL","Topique"
"91336","56","ORAL","Orale"
"91337","56","ORAL","Orale"
"91346","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"91346","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"91346","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"91349","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"91349","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"91349","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"91361","56","ORAL","Orale"
"91420","56","ORAL","Orale"
"91455","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"91455","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"91455","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"91455","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"91468","56","ORAL","Orale"
"91504","56","ORAL","Orale"
"91505","56","ORAL","Orale"
"91506","56","ORAL","Orale"
"91521","56","ORAL","Orale"
"91537","22","INTRAMUSCULAR","Intramusculaire"
"91538","22","INTRAMUSCULAR","Intramusculaire"
"91547","70","TOPICAL","Topique"
"91555","56","ORAL","Orale"
"91556","56","ORAL","Orale"
"91564","56","ORAL","Orale"
"91597","49","INTRAVENOUS","Intraveineuse"
"9160","73","UDDER WASH","Nettoyage du pis"
"9161","69","TEAT-DIP","Bain de trayon"
"91611","56","ORAL","Orale"
"91628","56","ORAL","Orale"
"91629","56","ORAL","Orale"
"91630","56","ORAL","Orale"
"91649","56","ORAL","Orale"
"91650","56","ORAL","Orale"
"91651","56","ORAL","Orale"
"91654","56","ORAL","Orale"
"91655","56","ORAL","Orale"
"91656","56","ORAL","Orale"
"9167","56","ORAL","Orale"
"91679","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"91679","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"9168","56","ORAL","Orale"
"91694","56","ORAL","Orale"
"91716","56","ORAL","Orale"
"91719","56","ORAL","Orale"
"91723","56","ORAL","Orale"
"91730","56","ORAL","Orale"
"91731","56","ORAL","Orale"
"91751","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"91751","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"91751","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"91761","56","ORAL","Orale"
"91762","56","ORAL","Orale"
"91867","56","ORAL","Orale"
"91868","56","ORAL","Orale"
"91880","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"91880","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"91880","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"91955","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"91955","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"91955","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"91955","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"92042","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"92042","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"92050","49","INTRAVENOUS","Intraveineuse"
"92084","49","INTRAVENOUS","Intraveineuse"
"92085","56","ORAL","Orale"
"92131","56","ORAL","Orale"
"92138","49","INTRAVENOUS","Intraveineuse"
"92169","56","ORAL","Orale"
"92219","55","OPHTHALMIC","Ophtalmique"
"92220","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"92220","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"92220","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"92220","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"92233","49","INTRAVENOUS","Intraveineuse"
"9225","22","INTRAMUSCULAR","Intramusculaire"
"9225","49","INTRAVENOUS","Intraveineuse"
"92262","56","ORAL","Orale"
"92263","56","ORAL","Orale"
"92270","56","ORAL","Orale"
"92297","56","ORAL","Orale"
"92298","56","ORAL","Orale"
"92341","70","TOPICAL","Topique"
"92349","56","ORAL","Orale"
"92385","1","BLOCK/INFILTRATION","Bloc/Infiltration"
"92385","7","EPIDURAL","Épidurale"
"92394","49","INTRAVENOUS","Intraveineuse"
"92409","56","ORAL","Orale"
"92412","56","ORAL","Orale"
"92413","56","ORAL","Orale"
"92432","55","OPHTHALMIC","Ophtalmique"
"92457","56","ORAL","Orale"
"92469","56","ORAL","Orale"
"92473","56","ORAL","Orale"
"92474","56","ORAL","Orale"
"92475","56","ORAL","Orale"
"92476","56","ORAL","Orale"
"92477","56","ORAL","Orale"
"92478","56","ORAL","Orale"
"92539","55","OPHTHALMIC","Ophtalmique"
"92549","56","ORAL","Orale"
"92559","56","ORAL","Orale"
"92560","56","ORAL","Orale"
"92561","56","ORAL","Orale"
"92583","56","ORAL","Orale"
"9264","56","ORAL","Orale"
"92662","56","ORAL","Orale"
"92663","56","ORAL","Orale"
"92664","56","ORAL","Orale"
"92665","56","ORAL","Orale"
"92677","55","OPHTHALMIC","Ophtalmique"
"92715","56","ORAL","Orale"
"92731","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"92731","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"92731","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"92731","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"92903","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"92920","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"92922","49","INTRAVENOUS","Intraveineuse"
"9301","65","SUBCUTANEOUS","Sous-cutanée"
"93042","56","ORAL","Orale"
"93043","56","ORAL","Orale"
"93054","65","SUBCUTANEOUS","Sous-cutanée"
"93126","56","ORAL","Orale"
"93127","56","ORAL","Orale"
"93128","56","ORAL","Orale"
"93129","56","ORAL","Orale"
"9325","22","INTRAMUSCULAR","Intramusculaire"
"93264","56","ORAL","Orale"
"93303","56","ORAL","Orale"
"93304","56","ORAL","Orale"
"93305","56","ORAL","Orale"
"93306","56","ORAL","Orale"
"93343","56","ORAL","Orale"
"93350","56","ORAL","Orale"
"93351","56","ORAL","Orale"
"93352","56","ORAL","Orale"
"93358","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"93358","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"93413","56","ORAL","Orale"
"93414","56","ORAL","Orale"
"93415","56","ORAL","Orale"
"93465","70","TOPICAL","Topique"
"93561","70","TOPICAL","Topique"
"93634","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"93634","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"93634","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"93677","49","INTRAVENOUS","Intraveineuse"
"93677","65","SUBCUTANEOUS","Sous-cutanée"
"93681","49","INTRAVENOUS","Intraveineuse"
"93681","65","SUBCUTANEOUS","Sous-cutanée"
"93682","49","INTRAVENOUS","Intraveineuse"
"93682","65","SUBCUTANEOUS","Sous-cutanée"
"93713","56","ORAL","Orale"
"93766","29","INHALATION","Inhalation"
"93800","65","SUBCUTANEOUS","Sous-cutanée"
"93801","65","SUBCUTANEOUS","Sous-cutanée"
"93811","56","ORAL","Orale"
"93818","56","ORAL","Orale"
"93830","49","INTRAVENOUS","Intraveineuse"
"93834","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
